Month,Value
2004-01,0.0
2004-02,0.0
2004-03,0.0
2004-04,0.0
2004-05,0.0
2004-06,0.0
2004-07,0.0
2004-08,0.0
2004-09,0.0
2004-10,0.0
2004-11,0.0
2004-12,0.0
2005-01,0.0
2005-02,0.0
2005-03,0.0
2005-04,0.0
2005-05,0.0
2005-06,0.0
2005-07,0.0
2005-08,0.0
2005-09,0.0
2005-10,0.0
2005-11,0.0
2005-12,0.0
2006-01,0.0
2006-02,0.0
2006-03,0.0
2006-04,0.0
2006-05,0.0
2006-06,0.0
2006-07,0.0
2006-08,0.0
2006-09,0.0
2006-10,0.0
2006-11,32.0
2006-12,0.0
2007-01,0.0
2007-02,0.0
2007-03,0.0
2007-04,0.0
2007-05,0.0
2007-06,31.0
2007-07,27.0
2007-08,20.0
2007-09,0.0
2007-10,18.0
2007-11,22.0
2007-12,24.0
2008-01,26.0
2008-02,26.0
2008-03,38.0
2008-04,26.0
2008-05,0.0
2008-06,26.0
2008-07,25.0
2008-08,25.0
2008-09,26.0
2008-10,32.0
2008-11,29.0
2008-12,28.0
2009-01,37.0
2009-02,38.0
2009-03,49.0
2009-04,39.0
2009-05,50.0
2009-06,59.0
2009-07,61.0
2009-08,60.0
2009-09,55.0
2009-10,72.0
2009-11,81.0
2009-12,61.0
2010-01,59.0
2010-02,86.0
2010-03,73.0
2010-04,65.0
2010-05,85.0
2010-06,83.0
2010-07,70.0
2010-08,51.0
2010-09,66.0
2010-10,62.0
2010-11,63.0
2010-12,36.0
2011-01,63.0
2011-02,58.0
2011-03,45.0
2011-04,54.0
2011-05,64.0
2011-06,54.0
2011-07,54.0
2011-08,48.0
2011-09,48.0
2011-10,34.0
2011-11,41.0
2011-12,41.0
2012-01,52.0
2012-02,51.0
2012-03,49.0
2012-04,44.0
2012-05,50.0
2012-06,57.0
2012-07,54.0
2012-08,59.0
2012-09,48.0
2012-10,54.0
2012-11,55.0
2012-12,47.0
2013-01,59.0
2013-02,59.0
2013-03,66.0
2013-04,61.0
2013-05,67.0
2013-06,57.0
2013-07,67.0
2013-08,71.0
2013-09,70.0
2013-10,68.0
2013-11,69.0
2013-12,60.0
2014-01,70.0
2014-02,79.0
2014-03,80.0
2014-04,76.0
2014-05,85.0
2014-06,81.0
2014-07,72.0
2014-08,71.0
2014-09,77.0
2014-10,76.0
2014-11,75.0
2014-12,68.0
2015-01,83.0
2015-02,80.0
2015-03,83.0
2015-04,78.0
2015-05,94.0
2015-06,100.0
2015-07,99.0
2015-08,95.0
2015-09,89.0
2015-10,77.0
2015-11,85.0
2015-12,74.0
2016-01,77.0
2016-02,82.0
2016-03,88.0
2016-04,82.0
2016-05,89.0
2016-06,81.0
2016-07,75.0
2016-08,71.0
2016-09,66.0
2016-10,57.0
2016-11,69.0
2016-12,64.0
2017-01,76.0
2017-02,83.0
2017-03,75.0
2017-04,67.0
2017-05,84.0
2017-06,81.0
2017-07,85.0
2017-08,80.0
2017-09,77.0
2017-10,74.0
2017-11,88.0
2017-12,66.0
2018-01,85.0
2018-02,81.0
2018-03,73.0
2018-04,67.0
2018-05,71.0
2018-06,65.0
2018-07,63.0
2018-08,65.0
2018-09,71.0
2018-10,68.0
2018-11,72.0
2018-12,62.0
2019-01,66.0
2019-02,62.0
2019-03,55.0
2019-04,65.0
2019-05,67.0
2019-06,59.0
2019-07,56.0
2019-08,58.0
2019-09,51.0
2019-10,49.0
2019-11,58.0
2019-12,42.0
2020-01,51.0
2020-02,54.0
2020-03,38.0
2020-04,35.0
2020-05,52.0
2020-06,59.0
2020-07,49.0
2020-08,49.0
2020-09,48.0
2020-10,43.0
2020-11,47.0
2020-12,34.0
2021-01,35.0
2021-02,41.0
2021-03,40.0
2021-04,30.0
2021-05,26.0
2021-06,25.0
2021-07,18.0
2021-08,15.0
2021-09,19.0
2021-10,23.0
2021-11,23.0
2021-12,23.0
2022-01,32.0
2022-02,30.0
2022-03,28.0
2022-04,30.0
2022-05,30.0
2022-06,33.0
2022-07,30.0
2022-08,33.0
2022-09,27.0
2022-10,31.0
2022-11,34.0
2022-12,30.0
2023-01,38.0
2023-02,39.0
2023-03,37.0
2023-04,32.0
2023-05,32.0
2023-06,33.0
2023-07,30.0
2023-08,32.0
2023-09,27.0
2023-10,25.0
2023-11,27.0
2023-12,24.0
2024-01,27.0
2024-02,26.0
2024-03,22.0
2024-04,23.0
2024-05,22.0
2024-06,22.0
2024-07,20.0
2024-08,22.0
2024-09,17.0
2024-10,18.0
2024-11,22.0
2024-12,17.0
2025-01,16.0
2025-02,23.0
2025-03,18.0
2025-04,16.0
2025-05,16.0
2025-06,14.0
2025-07,15.0
2025-08,19.0
2025-09,19.0
2025-10,19.0
2025-11,15.0
2025-12,16.0
2026-01,19.0
2026-02,20.0
2026-03,21.0
2026-04,17.0
2026-05,20.0
2026-06,20.0
2026-07,21.0
