Month,Value
2004-01,0.0
2004-02,0.0
2004-03,0.0
2004-04,0.0
2004-05,0.0
2004-06,0.0
2004-07,0.0
2004-08,0.0
2004-09,0.0
2004-10,0.0
2004-11,0.0
2004-12,0.0
2005-01,0.0
2005-02,0.0
2005-03,0.0
2005-04,0.0
2005-05,0.0
2005-06,0.0
2005-07,0.0
2005-08,0.0
2005-09,0.0
2005-10,0.0
2005-11,0.0
2005-12,0.0
2006-01,0.0
2006-02,0.0
2006-03,0.0
2006-04,0.0
2006-05,0.0
2006-06,0.0
2006-07,0.0
2006-08,0.0
2006-09,0.0
2006-10,0.0
2006-11,0.0
2006-12,0.0
2007-01,4.0
2007-02,0.0
2007-03,0.0
2007-04,0.0
2007-05,0.0
2007-06,0.0
2007-07,0.0
2007-08,0.0
2007-09,0.0
2007-10,0.0
2007-11,0.0
2007-12,0.0
2008-01,0.0
2008-02,0.0
2008-03,0.0
2008-04,0.0
2008-05,2.0
2008-06,2.0
2008-07,0.0
2008-08,2.0
2008-09,2.0
2008-10,2.0
2008-11,0.0
2008-12,3.0
2009-01,6.0
2009-02,8.0
2009-03,8.0
2009-04,6.0
2009-05,3.0
2009-06,3.0
2009-07,5.0
2009-08,3.0
2009-09,4.0
2009-10,4.0
2009-11,4.0
2009-12,4.0
2010-01,5.0
2010-02,4.0
2010-03,5.0
2010-04,5.0
2010-05,5.0
2010-06,4.0
2010-07,3.0
2010-08,4.0
2010-09,3.0
2010-10,4.0
2010-11,3.0
2010-12,3.0
2011-01,3.0
2011-02,3.0
2011-03,3.0
2011-04,3.0
2011-05,3.0
2011-06,2.0
2011-07,3.0
2011-08,2.0
2011-09,2.0
2011-10,2.0
2011-11,2.0
2011-12,2.0
2012-01,2.0
2012-02,2.0
2012-03,3.0
2012-04,3.0
2012-05,3.0
2012-06,3.0
2012-07,2.0
2012-08,3.0
2012-09,2.0
2012-10,2.0
2012-11,2.0
2012-12,2.0
2013-01,3.0
2013-02,3.0
2013-03,3.0
2013-04,3.0
2013-05,4.0
2013-06,3.0
2013-07,2.0
2013-08,3.0
2013-09,3.0
2013-10,3.0
2013-11,3.0
2013-12,2.0
2014-01,3.0
2014-02,3.0
2014-03,4.0
2014-04,3.0
2014-05,4.0
2014-06,4.0
2014-07,4.0
2014-08,4.0
2014-09,3.0
2014-10,3.0
2014-11,3.0
2014-12,4.0
2015-01,4.0
2015-02,4.0
2015-03,4.0
2015-04,4.0
2015-05,5.0
2015-06,5.0
2015-07,4.0
2015-08,5.0
2015-09,4.0
2015-10,4.0
2015-11,4.0
2015-12,4.0
2016-01,3.0
2016-02,4.0
2016-03,4.0
2016-04,4.0
2016-05,4.0
2016-06,5.0
2016-07,5.0
2016-08,5.0
2016-09,6.0
2016-10,6.0
2016-11,6.0
2016-12,7.0
2017-01,11.0
2017-02,12.0
2017-03,9.0
2017-04,7.0
2017-05,8.0
2017-06,9.0
2017-07,9.0
2017-08,10.0
2017-09,10.0
2017-10,11.0
2017-11,11.0
2017-12,9.0
2018-01,11.0
2018-02,11.0
2018-03,11.0
2018-04,12.0
2018-05,13.0
2018-06,13.0
2018-07,12.0
2018-08,13.0
2018-09,12.0
2018-10,12.0
2018-11,12.0
2018-12,12.0
2019-01,16.0
2019-02,13.0
2019-03,14.0
2019-04,14.0
2019-05,22.0
2019-06,17.0
2019-07,15.0
2019-08,15.0
2019-09,13.0
2019-10,17.0
2019-11,15.0
2019-12,16.0
2020-01,16.0
2020-02,16.0
2020-03,67.0
2020-04,95.0
2020-05,100.0
2020-06,65.0
2020-07,53.0
2020-08,41.0
2020-09,46.0
2020-10,39.0
2020-11,34.0
2020-12,30.0
2021-01,44.0
2021-02,36.0
2021-03,31.0
2021-04,36.0
2021-05,34.0
2021-06,30.0
2021-07,45.0
2021-08,48.0
2021-09,37.0
2021-10,61.0
2021-11,33.0
2021-12,29.0
2022-01,33.0
2022-02,34.0
2022-03,36.0
2022-04,36.0
2022-05,34.0
2022-06,31.0
2022-07,31.0
2022-08,26.0
2022-09,27.0
2022-10,27.0
2022-11,27.0
2022-12,26.0
2023-01,28.0
2023-02,30.0
2023-03,31.0
2023-04,32.0
2023-05,36.0
2023-06,34.0
2023-07,33.0
2023-08,33.0
2023-09,31.0
2023-10,30.0
2023-11,29.0
2023-12,28.0
2024-01,32.0
2024-02,26.0
2024-03,31.0
2024-04,28.0
2024-05,28.0
2024-06,30.0
2024-07,27.0
2024-08,28.0
2024-09,27.0
2024-10,29.0
2024-11,26.0
2024-12,34.0
2025-01,23.0
2025-02,25.0
2025-03,24.0
2025-04,24.0
2025-05,28.0
2025-06,27.0
2025-07,27.0
2025-08,26.0
2025-09,24.0
2025-10,26.0
2025-11,23.0
2025-12,24.0
2026-01,42.0
2026-02,37.0
2026-03,28.0
2026-04,27.0
2026-05,28.0
2026-06,30.0
