Month,Value
2004-01,0.0
2004-02,0.0
2004-03,0.0
2004-04,0.0
2004-05,0.0
2004-06,0.0
2004-07,0.0
2004-08,0.0
2004-09,0.0
2004-10,0.0
2004-11,0.0
2004-12,0.0
2005-01,0.0
2005-02,0.0
2005-03,0.0
2005-04,0.0
2005-05,26.0
2005-06,0.0
2005-07,0.0
2005-08,22.0
2005-09,17.0
2005-10,20.0
2005-11,0.0
2005-12,19.0
2006-01,13.0
2006-02,0.0
2006-03,24.0
2006-04,0.0
2006-05,22.0
2006-06,22.0
2006-07,13.0
2006-08,16.0
2006-09,17.0
2006-10,26.0
2006-11,26.0
2006-12,30.0
2007-01,25.0
2007-02,20.0
2007-03,22.0
2007-04,18.0
2007-05,30.0
2007-06,26.0
2007-07,31.0
2007-08,24.0
2007-09,22.0
2007-10,22.0
2007-11,28.0
2007-12,26.0
2008-01,30.0
2008-02,26.0
2008-03,24.0
2008-04,24.0
2008-05,34.0
2008-06,36.0
2008-07,35.0
2008-08,39.0
2008-09,40.0
2008-10,36.0
2008-11,53.0
2008-12,35.0
2009-01,41.0
2009-02,45.0
2009-03,45.0
2009-04,41.0
2009-05,46.0
2009-06,51.0
2009-07,47.0
2009-08,55.0
2009-09,70.0
2009-10,100.0
2009-11,97.0
2009-12,87.0
2010-01,92.0
2010-02,99.0
2010-03,88.0
2010-04,72.0
2010-05,89.0
2010-06,85.0
2010-07,85.0
2010-08,80.0
2010-09,87.0
2010-10,90.0
2010-11,93.0
2010-12,79.0
2011-01,82.0
2011-02,80.0
2011-03,75.0
2011-04,63.0
2011-05,66.0
2011-06,71.0
2011-07,66.0
2011-08,72.0
2011-09,73.0
2011-10,72.0
2011-11,78.0
2011-12,73.0
2012-01,72.0
2012-02,80.0
2012-03,72.0
2012-04,63.0
2012-05,69.0
2012-06,64.0
2012-07,62.0
2012-08,64.0
2012-09,61.0
2012-10,58.0
2012-11,63.0
2012-12,53.0
2013-01,62.0
2013-02,58.0
2013-03,54.0
2013-04,47.0
2013-05,49.0
2013-06,46.0
2013-07,45.0
2013-08,51.0
2013-09,48.0
2013-10,53.0
2013-11,62.0
2013-12,48.0
2014-01,56.0
2014-02,59.0
2014-03,55.0
2014-04,51.0
2014-05,55.0
2014-06,57.0
2014-07,51.0
2014-08,50.0
2014-09,56.0
2014-10,49.0
2014-11,52.0
2014-12,46.0
2015-01,52.0
2015-02,50.0
2015-03,44.0
2015-04,44.0
2015-05,50.0
2015-06,45.0
2015-07,43.0
2015-08,48.0
2015-09,44.0
2015-10,46.0
2015-11,49.0
2015-12,43.0
2016-01,44.0
2016-02,46.0
2016-03,44.0
2016-04,45.0
2016-05,48.0
2016-06,49.0
2016-07,43.0
2016-08,38.0
2016-09,42.0
2016-10,37.0
2016-11,42.0
2016-12,39.0
2017-01,50.0
2017-02,47.0
2017-03,47.0
2017-04,45.0
2017-05,48.0
2017-06,43.0
2017-07,40.0
2017-08,42.0
2017-09,44.0
2017-10,53.0
2017-11,58.0
2017-12,48.0
2018-01,51.0
2018-02,43.0
2018-03,39.0
2018-04,43.0
2018-05,47.0
2018-06,46.0
2018-07,42.0
2018-08,47.0
2018-09,43.0
2018-10,47.0
2018-11,44.0
2018-12,42.0
2019-01,42.0
2019-02,40.0
2019-03,39.0
2019-04,44.0
2019-05,41.0
2019-06,42.0
2019-07,38.0
2019-08,39.0
2019-09,38.0
2019-10,34.0
2019-11,39.0
2019-12,33.0
2020-01,39.0
2020-02,32.0
2020-03,25.0
2020-04,32.0
2020-05,37.0
2020-06,39.0
2020-07,36.0
2020-08,34.0
2020-09,31.0
2020-10,35.0
2020-11,34.0
2020-12,28.0
2021-01,37.0
2021-02,30.0
2021-03,33.0
2021-04,33.0
2021-05,40.0
2021-06,37.0
2021-07,33.0
2021-08,31.0
2021-09,35.0
2021-10,39.0
2021-11,39.0
2021-12,30.0
2022-01,47.0
2022-02,38.0
2022-03,50.0
2022-04,53.0
2022-05,52.0
2022-06,56.0
2022-07,50.0
2022-08,41.0
2022-09,36.0
2022-10,40.0
2022-11,39.0
2022-12,37.0
2023-01,46.0
2023-02,41.0
2023-03,37.0
2023-04,32.0
2023-05,36.0
2023-06,39.0
2023-07,41.0
2023-08,30.0
2023-09,32.0
2023-10,32.0
2023-11,29.0
2023-12,28.0
2024-01,28.0
2024-02,27.0
2024-03,28.0
2024-04,23.0
2024-05,27.0
2024-06,25.0
2024-07,21.0
2024-08,20.0
2024-09,19.0
2024-10,17.0
2024-11,19.0
2024-12,18.0
2025-01,18.0
2025-02,17.0
2025-03,18.0
2025-04,18.0
2025-05,18.0
2025-06,17.0
2025-07,16.0
2025-08,17.0
2025-09,17.0
2025-10,16.0
2025-11,16.0
2025-12,15.0
2026-01,16.0
2026-02,15.0
2026-03,15.0
2026-04,16.0
2026-05,18.0
2026-06,18.0
2026-07,18.0
