Month,Value
2022-01,82.0
2022-02,79.0
2022-03,83.0
2022-04,84.0
2022-05,95.0
2022-06,95.0
2022-07,75.0
2022-08,86.0
2022-09,84.0
2022-10,73.0
2022-11,58.0
2022-12,44.0
2023-01,56.0
2023-02,56.0
2023-03,60.0
2023-04,57.0
2023-05,60.0
2023-06,73.0
2023-07,54.0
2023-08,51.0
2023-09,46.0
2023-10,42.0
2023-11,43.0
2023-12,34.0
2024-01,39.0
2024-02,37.0
2024-03,37.0
2024-04,41.0
2024-05,43.0
2024-06,44.0
2024-07,44.0
2024-08,36.0
2024-09,36.0
2024-10,34.0
2024-11,33.0
2024-12,27.0
2025-01,39.0
2025-02,33.0
2025-03,37.0
2025-04,39.0
2025-05,47.0
2025-06,47.0
2025-07,39.0
2025-08,35.0
2025-09,31.0
2025-10,30.0
2025-11,25.0
2025-12,26.0
2026-01,29.0
2026-02,30.0
2026-03,36.0
2026-04,28.0
