Month,Value
2022-01,58.0
2022-02,63.0
2022-03,56.0
2022-04,64.0
2022-05,82.0
2022-06,100.0
2022-07,66.0
2022-08,70.0
2022-09,70.0
2022-10,65.0
2022-11,54.0
2022-12,53.0
2023-01,50.0
2023-02,47.0
2023-03,59.0
2023-04,47.0
2023-05,47.0
2023-06,58.0
2023-07,55.0
2023-08,45.0
2023-09,51.0
2023-10,55.0
2023-11,52.0
2023-12,36.0
2024-01,47.0
2024-02,32.0
2024-03,31.0
2024-04,37.0
2024-05,36.0
2024-06,39.0
2024-07,39.0
2024-08,34.0
2024-09,27.0
2024-10,34.0
2024-11,31.0
2024-12,21.0
2025-01,24.0
2025-02,28.0
2025-03,30.0
2025-04,32.0
2025-05,42.0
2025-06,40.0
2025-07,36.0
2025-08,34.0
2025-09,26.0
2025-10,28.0
2025-11,23.0
2025-12,19.0
2026-01,27.0
2026-02,24.0
2026-03,26.0
2026-04,33.0
