Case_ID,Scope,Method,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,Q_Without_M2,Q_With_M2,F_Stable_B1,F_Stable_B1_PValue,F_Stable_D8,F_Stable_D8_PValue,F_Moving_D8,F_Moving_D8_PValue,Kruskal_Wallis_Chi,Kruskal_Wallis_PValue,Accept_Status
FPF03,TH-30,X13,2.2500000000,1.4320000000,0.9180000000,0.1260000000,1.0270000000,0.0680000000,1.0990000000,1.4820000000,1.0150000000,1.0570000000,0.9820000000,1.0100000000,,6.1790000000,0.0000000000,7.3600000000,0.0000000000,3.5940000000,0.0002000000,56.1810000000,0.0000000000,CONDITIONALLY REJECTED
TPF02,TH-30,X13,3.0000000000,3.0000000000,1.9500000000,0.7790000000,3.0000000000,0.3480000000,2.8060000000,2.3420000000,0.7120000000,2.8070000000,2.7220000000,2.0900000000,,0.9650000000,0.4816000000,1.0380000000,0.4165000000,3.9960000000,0.0001000000,17.1490000000,0.1036000000,REJECTED
TUF01,TH-30,X13,3.0000000000,3.0000000000,3.0000000000,0.1260000000,3.0000000000,0.9000000000,2.5310000000,1.5570000000,1.2060000000,1.6600000000,1.5850000000,2.1800000000,,1.3290000000,0.2158000000,1.2930000000,0.2346000000,3.1890000000,0.0008000000,16.1650000000,0.1351000000,REJECTED
TUF02,TH-30,X13,3.0000000000,3.0000000000,1.5080000000,3.0000000000,3.0000000000,0.7310000000,2.5350000000,2.0900000000,0.3720000000,2.0020000000,0.8940000000,2.0700000000,,1.9040000000,0.0445000000,1.8170000000,0.0564000000,9.9010000000,0.0000000000,18.1640000000,0.0779000000,REJECTED
NPF01,TH-30,X13,3.0000000000,1.9100000000,1.4050000000,0.8540000000,2.5380000000,0.6110000000,2.5880000000,2.4850000000,0.4120000000,2.8710000000,2.3470000000,1.9400000000,,1.5660000000,0.1166000000,1.5930000000,0.1071000000,7.7930000000,0.0000000000,12.1760000000,0.3506000000,REJECTED
FPF05,TH-30,X13,3.0000000000,3.0000000000,1.6670000000,0.0500000000,3.0000000000,0.3840000000,1.9000000000,1.7550000000,1.0550000000,1.3640000000,1.2070000000,1.6600000000,,2.5810000000,0.0054000000,2.8430000000,0.0022000000,4.5080000000,0.0000000000,25.6730000000,0.0073000000,REJECTED
FPF08,TH-30,X13,0.8560000000,0.6050000000,0.5980000000,1.4570000000,3.0000000000,0.3540000000,1.2340000000,1.7250000000,0.6550000000,2.1060000000,1.5130000000,1.4200000000,,7.8720000000,0.0000000000,7.7380000000,0.0000000000,5.5210000000,0.0000000000,56.7660000000,0.0000000000,REJECTED
FPF09,TH-30,X13,1.3650000000,0.9210000000,1.3320000000,0.0500000000,3.0000000000,0.1160000000,0.5970000000,0.7420000000,0.4490000000,0.7060000000,0.6500000000,0.9700000000,,18.2620000000,0.0000000000,17.7010000000,0.0000000000,1.8710000000,0.0496000000,95.8570000000,0.0000000000,CONDITIONALLY ACCEPTED
NP061,TH-30,X13,3.0000000000,1.4230000000,0.9810000000,1.0800000000,1.4470000000,0.5230000000,1.3210000000,1.9860000000,0.8950000000,2.1060000000,1.9270000000,1.4600000000,,2.4000000000,0.0097000000,2.9790000000,0.0014000000,1.1330000000,0.3416000000,30.9840000000,0.0011000000,REJECTED
FP510,TH-30,X13,3.0000000000,3.0000000000,2.1450000000,0.2010000000,3.0000000000,0.6430000000,1.3230000000,1.3070000000,0.9900000000,1.3200000000,1.2720000000,1.7300000000,,2.3910000000,0.0100000000,2.7170000000,0.0033000000,0.8350000000,0.6053000000,26.8300000000,0.0049000000,REJECTED
FP607,TH-30,X13,2.2030000000,1.7540000000,1.8070000000,0.5780000000,3.0000000000,0.5820000000,0.5190000000,0.9540000000,0.5740000000,0.7550000000,0.6430000000,1.2300000000,,14.2370000000,0.0000000000,16.1770000000,0.0000000000,0.5730000000,0.8476000000,84.5200000000,0.0000000000,REJECTED
NP081,TH-30,X13,3.0000000000,0.9250000000,1.2500000000,0.1000000000,1.3320000000,0.3180000000,1.3460000000,1.7750000000,0.8080000000,2.0450000000,1.8720000000,1.3400000000,,2.6680000000,0.0041000000,3.2140000000,0.0006000000,1.5480000000,0.1231000000,33.9440000000,0.0004000000,REJECTED
FP511,TH-30,X13,3.0000000000,3.0000000000,2.3240000000,0.4020000000,3.0000000000,0.8400000000,1.4740000000,0.9950000000,0.7520000000,1.0660000000,1.0410000000,1.7300000000,,2.6420000000,0.0045000000,2.5400000000,0.0059000000,1.3440000000,0.2085000000,27.9760000000,0.0033000000,REJECTED
FP512,TH-30,X13,3.0000000000,3.0000000000,1.6790000000,0.0500000000,3.0000000000,0.3060000000,1.4730000000,2.4890000000,0.9570000000,3.0000000000,2.7540000000,1.7600000000,,2.0180000000,0.0317000000,1.9990000000,0.0327000000,0.5590000000,0.8584000000,18.5630000000,0.0694000000,REJECTED
TP129,TH-30,X13,3.0000000000,2.1300000000,1.4940000000,0.2510000000,1.9340000000,1.0710000000,1.7170000000,2.4550000000,1.0110000000,2.4340000000,2.1350000000,1.7100000000,,1.3550000000,0.2025000000,1.3650000000,0.1961000000,0.3500000000,0.9718000000,18.6480000000,0.0677000000,REJECTED
FP014,TH-31,X13,1.0890000000,0.8520000000,0.8280000000,0.0500000000,0.8910000000,0.0300000000,0.8640000000,0.8750000000,0.6540000000,0.5740000000,0.4740000000,0.6800000000,,11.1660000000,0.0000000000,14.2640000000,0.0000000000,4.7590000000,0.0000000000,90.5620000000,0.0000000000,ACCEPTED
FP019,TH-31,X13,1.2270000000,0.4760000000,0.6140000000,0.6280000000,0.6740000000,0.1010000000,0.7090000000,1.0250000000,0.6510000000,0.6360000000,0.5440000000,0.6900000000,,10.8120000000,0.0000000000,16.3800000000,0.0000000000,3.1490000000,0.0009000000,88.2110000000,0.0000000000,ACCEPTED
FP038,TH-31,X13,2.2060000000,1.7500000000,0.5080000000,1.0800000000,3.0000000000,0.3290000000,1.6360000000,1.7360000000,1.3240000000,0.9150000000,0.7730000000,1.4600000000,,1.1340000000,0.3407000000,2.0980000000,0.0242000000,1.4110000000,0.1764000000,31.6260000000,0.0009000000,REJECTED
FU014,TH-31,X13,2.7220000000,1.3680000000,0.2070000000,2.2100000000,0.7680000000,0.3020000000,2.4270000000,2.5060000000,0.2950000000,2.6750000000,2.2270000000,1.5900000000,,1.7970000000,0.0609000000,2.5200000000,0.0063000000,9.2340000000,0.0000000000,47.2650000000,0.0000000000,REJECTED
FU015,TH-31,X13,1.6640000000,0.7160000000,0.0290000000,3.0000000000,3.0000000000,0.0390000000,2.7570000000,2.8760000000,2.0080000000,3.0000000000,3.0000000000,2.0500000000,,1.1680000000,0.3155000000,0.9960000000,0.4529000000,2.7160000000,0.0036000000,19.0340000000,0.0605000000,REJECTED
FU018,TH-31,X13,2.8210000000,0.5820000000,0.7380000000,0.7790000000,0.8750000000,0.1460000000,1.8490000000,1.9720000000,0.7090000000,2.4010000000,2.2960000000,1.3900000000,,2.4020000000,0.0096000000,3.8020000000,0.0001000000,6.3350000000,0.0000000000,38.8860000000,0.0001000000,REJECTED
TU068,TH-31,X13,3.0000000000,2.5870000000,2.2800000000,2.4360000000,3.0000000000,0.7800000000,2.9160000000,2.0850000000,1.4060000000,3.0000000000,2.9610000000,2.4000000000,,0.9950000000,0.4549000000,0.8750000000,0.5668000000,5.9490000000,0.0000000000,15.4900000000,0.1611000000,REJECTED
FP109,TH-31,X13,3.0000000000,3.0000000000,1.4000000000,0.0500000000,3.0000000000,0.2580000000,2.6700000000,2.7990000000,0.4840000000,2.8000000000,2.0670000000,1.9200000000,,0.3950000000,0.9559000000,0.4300000000,0.9405000000,0.7530000000,0.6857000000,8.7990000000,0.6404000000,REJECTED
FP118,TH-31,X13,3.0000000000,3.0000000000,2.2120000000,0.3520000000,3.0000000000,0.5990000000,2.2570000000,2.4610000000,0.4890000000,2.3940000000,1.6270000000,1.9200000000,,1.8820000000,0.0475000000,2.0120000000,0.0314000000,4.5020000000,0.0000000000,19.1970000000,0.0577000000,REJECTED
FP301,TH-31,X13,3.0000000000,0.5220000000,0.8170000000,0.7790000000,1.0060000000,0.4290000000,2.7230000000,1.6660000000,1.0960000000,1.1910000000,1.1310000000,1.5400000000,,0.7480000000,0.6902000000,1.2020000000,0.2913000000,4.2930000000,0.0000000000,15.8350000000,0.1474000000,REJECTED
FP306,TH-31,X13,2.8330000000,1.1990000000,0.4050000000,0.6280000000,3.0000000000,0.5410000000,2.9640000000,2.6280000000,1.0990000000,2.9010000000,2.5340000000,1.9900000000,,0.7290000000,0.7089000000,0.8170000000,0.6229000000,2.6450000000,0.0046000000,13.2430000000,0.2777000000,REJECTED
FP317,TH-31,X13,1.9310000000,1.2180000000,1.4890000000,0.3270000000,3.0000000000,0.2250000000,0.9240000000,1.1850000000,0.8600000000,1.2790000000,1.2430000000,1.2700000000,,5.0560000000,0.0000000000,5.2690000000,0.0000000000,0.6670000000,0.7674000000,47.2720000000,0.0000000000,REJECTED
FP321,TH-31,X13,2.9950000000,2.2280000000,0.4880000000,1.5320000000,3.0000000000,0.2950000000,1.6030000000,1.6900000000,1.2750000000,0.8150000000,0.7210000000,1.5600000000,,1.2190000000,0.2809000000,2.1880000000,0.0182000000,1.4160000000,0.1739000000,33.7470000000,0.0004000000,REJECTED
FP331,TH-31,X13,3.0000000000,3.0000000000,1.3500000000,0.1000000000,3.0000000000,0.2280000000,2.6760000000,1.9550000000,1.7100000000,1.0570000000,0.8030000000,1.8100000000,,0.9000000000,0.5424000000,1.3150000000,0.2221000000,18.2800000000,0.0000000000,15.1340000000,0.1764000000,REJECTED
FU064,TH-31,X13,3.0000000000,0.8110000000,1.2370000000,0.4270000000,1.7410000000,0.3150000000,1.7110000000,1.8890000000,0.9460000000,2.3120000000,2.3110000000,1.5400000000,,1.9470000000,0.0393000000,2.5260000000,0.0062000000,2.5990000000,0.0053000000,29.4550000000,0.0019000000,REJECTED
FU078,TH-31,X13,3.0000000000,0.5130000000,0.8630000000,0.2760000000,1.3520000000,0.1710000000,2.2370000000,2.0180000000,0.9100000000,2.2780000000,1.9730000000,1.5200000000,,1.1380000000,0.3373000000,1.3570000000,0.2000000000,2.1940000000,0.0188000000,23.8020000000,0.0136000000,REJECTED
FPF03,TH-31,X13,3.0000000000,3.0000000000,1.8320000000,0.7790000000,3.0000000000,0.8680000000,2.9910000000,1.7440000000,0.4430000000,0.8170000000,0.7320000000,2.0600000000,,0.6140000000,0.8141000000,0.5430000000,0.8710000000,1.6100000000,0.1042000000,7.2110000000,0.7818000000,REJECTED
TPF02,TH-31,STL_FALLBACK,,,,,,,,,,,,,,,,,,,,,,
TUF01,TH-31,X13,2.1870000000,1.7420000000,0.0610000000,2.8130000000,3.0000000000,1.4760000000,2.0570000000,0.8400000000,0.3450000000,1.1240000000,1.0790000000,1.6700000000,,1.8530000000,0.0518000000,2.0580000000,0.0274000000,3.4720000000,0.0003000000,72.1490000000,0.0000000000,REJECTED
TUF02,TH-31,X13,2.5420000000,1.8220000000,0.4020000000,3.0000000000,2.5220000000,0.1850000000,1.6160000000,2.5670000000,0.5720000000,2.3360000000,1.2330000000,1.6700000000,,2.3260000000,0.0122000000,2.5360000000,0.0060000000,2.0830000000,0.0264000000,30.1820000000,0.0015000000,REJECTED
NPF01,TH-31,X13,0.1850000000,0.1110000000,0.0000000000,2.2100000000,3.0000000000,0.6050000000,2.7850000000,2.9760000000,0.9350000000,3.0000000000,3.0000000000,1.9500000000,,0.8240000000,0.6167000000,1.0760000000,0.3852000000,6.3190000000,0.0000000000,24.1870000000,0.0120000000,REJECTED
FPF05,TH-31,X13,2.6530000000,2.1170000000,0.4200000000,1.8340000000,3.0000000000,0.6370000000,2.3770000000,2.3440000000,1.4200000000,2.0150000000,1.7130000000,1.9000000000,,0.6830000000,0.7526000000,1.0930000000,0.3714000000,1.7840000000,0.0639000000,30.9250000000,0.0011000000,REJECTED
FPF08,TH-31,NO_SIGNAL,,,,,,,,,,,,,,,,,,,,,,
FPF09,TH-31,X13,1.9500000000,2.0250000000,1.5320000000,0.6280000000,3.0000000000,0.0610000000,0.7180000000,1.0730000000,0.6760000000,0.7720000000,0.6950000000,1.1700000000,,12.8540000000,0.0000000000,12.7710000000,0.0000000000,2.0550000000,0.0288000000,72.9420000000,0.0000000000,CONDITIONALLY REJECTED
NP061,TH-31,X13,3.0000000000,3.0000000000,1.8950000000,0.4020000000,3.0000000000,0.4630000000,2.6110000000,2.3390000000,1.5620000000,1.6730000000,1.5860000000,1.9900000000,,1.2900000000,0.2376000000,1.5100000000,0.1344000000,13.2310000000,0.0000000000,15.2980000000,0.1693000000,REJECTED
FP510,TH-31,X13,3.0000000000,3.0000000000,1.2920000000,0.9290000000,3.0000000000,0.3160000000,2.4530000000,2.0750000000,0.8230000000,1.7030000000,1.4960000000,1.8400000000,,0.7950000000,0.6442000000,0.9050000000,0.5370000000,1.2980000000,0.2338000000,14.0770000000,0.2288000000,REJECTED
FP607,TH-31,X13,2.4460000000,1.3030000000,1.5300000000,0.0500000000,3.0000000000,0.2600000000,1.0170000000,1.3040000000,1.0390000000,1.3260000000,1.2140000000,1.3600000000,,6.0870000000,0.0000000000,6.6800000000,0.0000000000,2.2750000000,0.0147000000,54.9680000000,0.0000000000,REJECTED
NP081,TH-31,X13,3.0000000000,1.5810000000,0.8530000000,0.6280000000,1.0850000000,0.2300000000,1.9260000000,2.5090000000,0.3930000000,2.6650000000,2.4940000000,1.5000000000,,2.5200000000,0.0066000000,3.1370000000,0.0008000000,5.4220000000,0.0000000000,37.8120000000,0.0001000000,REJECTED
FP511,TH-31,X13,3.0000000000,3.0000000000,1.2680000000,2.4360000000,3.0000000000,0.6720000000,2.3180000000,1.9250000000,1.0160000000,2.5000000000,2.2020000000,2.0600000000,,1.7620000000,0.0674000000,2.0960000000,0.0243000000,5.1730000000,0.0000000000,33.1030000000,0.0005000000,REJECTED
FP512,TH-31,X13,2.4200000000,2.6670000000,1.7620000000,1.9090000000,3.0000000000,0.0710000000,2.5440000000,0.9190000000,0.8220000000,1.9370000000,1.9280000000,1.8500000000,,2.1030000000,0.0245000000,1.7750000000,0.0638000000,7.5020000000,0.0000000000,23.6740000000,0.0142000000,REJECTED
TP129,TH-31,X13,3.0000000000,2.9440000000,1.6820000000,0.6280000000,3.0000000000,0.4080000000,2.4670000000,2.6680000000,0.3950000000,2.5600000000,1.6930000000,1.9300000000,,2.1390000000,0.0219000000,1.9630000000,0.0365000000,5.6300000000,0.0000000000,21.0690000000,0.0327000000,REJECTED
FP014,TH-34,X13,0.9440000000,0.6110000000,0.8670000000,0.2010000000,0.8040000000,0.0900000000,0.7160000000,0.8610000000,0.7060000000,0.7660000000,0.7100000000,0.6700000000,,16.7490000000,0.0000000000,22.8800000000,0.0000000000,5.4960000000,0.0000000000,105.4900000000,0.0000000000,ACCEPTED
FP019,TH-34,X13,0.8120000000,0.6070000000,0.8610000000,0.6280000000,0.7910000000,0.1730000000,0.7290000000,0.9610000000,0.7640000000,0.9290000000,0.8930000000,0.7300000000,,16.1580000000,0.0000000000,22.0400000000,0.0000000000,5.4830000000,0.0000000000,102.5690000000,0.0000000000,ACCEPTED
FP038,TH-34,X13,2.6320000000,1.7780000000,0.4260000000,0.9290000000,3.0000000000,0.2090000000,1.6100000000,1.6860000000,1.2350000000,1.0960000000,1.0570000000,1.4700000000,,1.2490000000,0.2622000000,2.0290000000,0.0299000000,1.1720000000,0.3137000000,32.9730000000,0.0005000000,REJECTED
FU014,TH-34,X13,1.8690000000,1.0130000000,0.5070000000,1.4570000000,0.9270000000,0.0690000000,2.4160000000,2.3070000000,0.3430000000,2.1660000000,1.8280000000,1.4000000000,,2.1880000000,0.0189000000,2.6160000000,0.0046000000,9.1010000000,0.0000000000,53.0300000000,0.0000000000,REJECTED
FU015,TH-34,X13,3.0000000000,3.0000000000,1.1060000000,1.1550000000,3.0000000000,0.2890000000,2.6360000000,1.9520000000,0.8220000000,2.6860000000,2.3840000000,1.9500000000,,1.6920000000,0.0822000000,1.3320000000,0.2130000000,3.8350000000,0.0001000000,31.0790000000,0.0011000000,REJECTED
FU018,TH-34,X13,2.3570000000,0.4320000000,0.4640000000,0.6280000000,0.7760000000,0.2350000000,2.3840000000,2.0180000000,0.6540000000,2.4860000000,2.3110000000,1.4000000000,,1.5020000000,0.1383000000,2.2680000000,0.0142000000,6.2600000000,0.0000000000,33.0750000000,0.0005000000,REJECTED
TU068,TH-34,X13,3.0000000000,3.0000000000,2.5090000000,0.4770000000,3.0000000000,0.5780000000,2.6330000000,2.0150000000,1.0030000000,2.7420000000,2.3960000000,2.1000000000,,1.4320000000,0.1665000000,1.4380000000,0.1626000000,5.8780000000,0.0000000000,13.7460000000,0.2474000000,REJECTED
FP109,TH-34,X13,3.0000000000,2.6280000000,1.7970000000,0.5530000000,3.0000000000,0.3070000000,1.6500000000,1.5750000000,1.0020000000,1.3880000000,1.2620000000,1.6500000000,,2.6170000000,0.0049000000,2.6760000000,0.0038000000,2.5230000000,0.0067000000,34.1990000000,0.0003000000,REJECTED
FP118,TH-34,X13,3.0000000000,2.1730000000,1.9170000000,0.0500000000,3.0000000000,0.8870000000,1.0870000000,0.9660000000,0.6660000000,0.9800000000,0.8690000000,1.5300000000,,4.4530000000,0.0000000000,3.8570000000,0.0001000000,0.7030000000,0.7340000000,41.2260000000,0.0000000000,REJECTED
FP301,TH-34,X13,3.0000000000,0.8360000000,0.8530000000,0.5020000000,0.9080000000,0.2970000000,2.4570000000,1.7070000000,1.4390000000,1.4220000000,1.3800000000,1.4900000000,,2.1190000000,0.0233000000,2.2780000000,0.0137000000,13.1620000000,0.0000000000,30.4870000000,0.0013000000,REJECTED
FP306,TH-34,X13,3.0000000000,1.7050000000,0.3340000000,0.6280000000,3.0000000000,0.5970000000,2.9560000000,2.7090000000,0.7860000000,3.0000000000,2.7580000000,2.0000000000,,0.7270000000,0.7105000000,0.8260000000,0.6142000000,3.9340000000,0.0001000000,14.2540000000,0.2192000000,REJECTED
FP317,TH-34,X13,2.1890000000,1.2770000000,1.9660000000,0.3520000000,3.0000000000,0.1240000000,0.9620000000,1.2440000000,0.8040000000,1.5440000000,1.4420000000,1.3700000000,,4.2320000000,0.0000000000,4.3790000000,0.0000000000,0.3670000000,0.9665000000,36.4160000000,0.0001000000,REJECTED
FP321,TH-34,X13,3.0000000000,2.0030000000,0.5590000000,0.9290000000,3.0000000000,0.3970000000,1.6750000000,1.7540000000,1.2120000000,1.0710000000,1.0420000000,1.5700000000,,1.2130000000,0.2849000000,1.9180000000,0.0419000000,1.2530000000,0.2603000000,26.3340000000,0.0058000000,REJECTED
FP331,TH-34,X13,2.8320000000,1.4440000000,0.7720000000,0.7790000000,3.0000000000,0.0250000000,2.3520000000,1.6940000000,1.3850000000,1.3500000000,1.2980000000,1.6900000000,,1.8390000000,0.0539000000,2.5350000000,0.0060000000,7.0140000000,0.0000000000,26.4560000000,0.0055000000,REJECTED
FU064,TH-34,X13,3.0000000000,1.4930000000,1.2670000000,0.2510000000,3.0000000000,0.5360000000,2.8390000000,2.6440000000,0.8610000000,3.0000000000,3.0000000000,2.0500000000,,0.7850000000,0.6543000000,0.9840000000,0.4642000000,3.4120000000,0.0004000000,14.3850000000,0.2124000000,REJECTED
FU078,TH-34,X13,3.0000000000,0.6810000000,0.8670000000,0.4020000000,1.8860000000,0.2640000000,2.8150000000,3.0000000000,0.9920000000,3.0000000000,3.0000000000,1.8900000000,,0.7850000000,0.6540000000,1.0220000000,0.4305000000,3.3740000000,0.0004000000,8.4450000000,0.6729000000,REJECTED
FPF03,TH-34,X13,2.9990000000,1.9730000000,0.5340000000,1.3810000000,3.0000000000,0.0040000000,1.8490000000,2.2790000000,0.1780000000,2.2460000000,1.9780000000,1.6500000000,,1.7340000000,0.0730000000,1.7850000000,0.0620000000,1.7340000000,0.0737000000,46.4950000000,0.0000000000,REJECTED
TPF02,TH-34,X13,0.7560000000,0.3190000000,0.0050000000,2.5120000000,3.0000000000,0.1600000000,2.8810000000,2.3170000000,0.4690000000,2.0410000000,0.8330000000,1.6300000000,,0.8750000000,0.5665000000,0.9210000000,0.5225000000,7.5120000000,0.0000000000,31.6340000000,0.0009000000,REJECTED
TUF01,TH-34,X13,2.2540000000,2.4460000000,1.7950000000,2.2100000000,3.0000000000,0.4200000000,1.4790000000,0.7970000000,0.2080000000,0.7790000000,0.5620000000,1.5100000000,,4.7620000000,0.0000000000,3.6800000000,0.0001000000,3.0320000000,0.0013000000,22.5280000000,0.0206000000,REJECTED
TUF02,TH-34,X13,3.0000000000,3.0000000000,0.2390000000,3.0000000000,3.0000000000,0.0730000000,2.8070000000,3.0000000000,0.9750000000,3.0000000000,2.5590000000,2.1400000000,,0.9310000000,0.5132000000,0.8750000000,0.5664000000,2.2630000000,0.0152000000,9.1280000000,0.6101000000,REJECTED
NPF01,TH-34,X13,3.0000000000,1.2090000000,0.6570000000,1.0800000000,0.8860000000,0.1660000000,2.8170000000,2.5470000000,1.2950000000,3.0000000000,3.0000000000,1.7800000000,,0.5660000000,0.8531000000,1.0190000000,0.4332000000,7.6090000000,0.0000000000,8.5420000000,0.6641000000,REJECTED
FPF05,TH-34,X13,3.0000000000,2.9100000000,1.7260000000,1.3060000000,3.0000000000,0.4380000000,2.5880000000,1.7780000000,1.1690000000,1.5920000000,1.5210000000,1.9600000000,,1.4280000000,0.1679000000,1.4770000000,0.1468000000,4.2620000000,0.0000000000,9.2960000000,0.5946000000,REJECTED
FPF08,TH-34,X13,1.7760000000,1.7880000000,0.4910000000,3.0000000000,3.0000000000,0.0210000000,1.7390000000,2.2230000000,0.6160000000,3.0000000000,1.8770000000,1.9000000000,,2.2580000000,0.0152000000,2.5630000000,0.0055000000,2.8330000000,0.0025000000,38.3390000000,0.0001000000,REJECTED
FPF09,TH-34,X13,2.3460000000,1.8130000000,1.6520000000,0.2510000000,3.0000000000,0.4450000000,0.7860000000,0.9410000000,0.7200000000,0.8490000000,0.8140000000,1.2600000000,,12.6590000000,0.0000000000,12.0470000000,0.0000000000,2.6250000000,0.0049000000,78.4500000000,0.0000000000,REJECTED
NP061,TH-34,X13,3.0000000000,3.0000000000,2.1630000000,0.1760000000,3.0000000000,0.5410000000,2.8930000000,1.9100000000,1.0920000000,2.3050000000,2.1190000000,2.0500000000,,0.9730000000,0.4740000000,0.9050000000,0.5374000000,4.2990000000,0.0000000000,15.8570000000,0.1465000000,REJECTED
FP510,TH-34,X13,3.0000000000,3.0000000000,2.6730000000,0.7280000000,3.0000000000,0.6470000000,2.6210000000,1.7810000000,1.1400000000,1.2180000000,0.9320000000,2.0000000000,,1.1420000000,0.3343000000,1.4770000000,0.1468000000,5.7760000000,0.0000000000,26.4850000000,0.0055000000,REJECTED
FP607,TH-34,X13,2.9640000000,2.3790000000,2.0400000000,0.2510000000,3.0000000000,0.8920000000,0.6810000000,0.5570000000,0.4650000000,0.5920000000,0.5760000000,1.3800000000,,10.4480000000,0.0000000000,10.7600000000,0.0000000000,0.9940000000,0.4559000000,60.4120000000,0.0000000000,REJECTED
NP081,TH-34,X13,3.0000000000,0.8380000000,0.9020000000,0.2010000000,0.8190000000,0.4580000000,1.8020000000,2.3640000000,0.5770000000,2.6950000000,2.5540000000,1.4400000000,,2.2210000000,0.0170000000,2.7000000000,0.0035000000,3.5110000000,0.0003000000,29.7140000000,0.0018000000,REJECTED
FP511,TH-34,X13,3.0000000000,3.0000000000,1.5270000000,0.2510000000,3.0000000000,0.4760000000,2.2810000000,2.0800000000,0.7060000000,2.3090000000,1.9430000000,1.8300000000,,1.2260000000,0.2768000000,1.0900000000,0.3735000000,1.4490000000,0.1601000000,23.9710000000,0.0129000000,REJECTED
FP512,TH-34,X13,3.0000000000,3.0000000000,1.3300000000,0.9290000000,3.0000000000,0.1500000000,2.5610000000,1.8780000000,1.5030000000,3.0000000000,3.0000000000,2.0100000000,,1.3430000000,0.2086000000,1.7010000000,0.0790000000,7.0110000000,0.0000000000,27.1100000000,0.0044000000,REJECTED
TP129,TH-34,X13,3.0000000000,3.0000000000,1.7030000000,0.1760000000,3.0000000000,0.5890000000,1.9720000000,1.3690000000,0.9200000000,1.4850000000,1.3060000000,1.8200000000,,1.8950000000,0.0458000000,1.5360000000,0.1252000000,1.6490000000,0.0934000000,14.7160000000,0.1959000000,REJECTED
FP014,TH-40,X13,0.9040000000,0.8340000000,0.9190000000,0.3270000000,0.9990000000,0.0500000000,0.5510000000,0.8100000000,0.5410000000,0.7600000000,0.7120000000,0.6500000000,,20.0040000000,0.0000000000,28.3490000000,0.0000000000,3.3990000000,0.0004000000,102.2610000000,0.0000000000,ACCEPTED
FP019,TH-40,X13,0.5750000000,0.5010000000,0.7710000000,0.2510000000,0.7640000000,0.2090000000,0.6910000000,0.8930000000,0.6620000000,0.6640000000,0.6120000000,0.6100000000,,20.7740000000,0.0000000000,27.0680000000,0.0000000000,6.2900000000,0.0000000000,103.9880000000,0.0000000000,ACCEPTED
FP038,TH-40,X13,2.4480000000,2.2630000000,0.3870000000,1.4570000000,3.0000000000,0.3920000000,1.5230000000,1.6460000000,1.2990000000,1.0120000000,0.9370000000,1.4900000000,,1.4340000000,0.1654000000,2.3420000000,0.0112000000,1.2870000000,0.2401000000,38.3040000000,0.0001000000,REJECTED
FU014,TH-40,X13,3.0000000000,1.9270000000,0.9880000000,1.5320000000,3.0000000000,0.2000000000,2.5640000000,2.1480000000,0.7010000000,2.4380000000,2.0230000000,1.9200000000,,1.4610000000,0.1542000000,1.6770000000,0.0846000000,5.0190000000,0.0000000000,33.5670000000,0.0004000000,REJECTED
FU015,TH-40,X13,3.0000000000,3.0000000000,1.8940000000,1.5320000000,3.0000000000,0.5700000000,3.0000000000,2.8660000000,1.2030000000,3.0000000000,3.0000000000,2.3200000000,,0.7500000000,0.6888000000,0.7750000000,0.6640000000,11.5030000000,0.0000000000,8.1970000000,0.6956000000,REJECTED
FU018,TH-40,X13,3.0000000000,0.9180000000,0.7960000000,0.2760000000,0.8740000000,0.4250000000,2.6330000000,2.6720000000,0.4190000000,2.9990000000,2.7880000000,1.6400000000,,0.9490000000,0.4961000000,1.4390000000,0.1622000000,8.1140000000,0.0000000000,25.2970000000,0.0082000000,REJECTED
TU068,TH-40,X13,3.0000000000,3.0000000000,2.0090000000,0.2760000000,3.0000000000,0.7120000000,1.6070000000,2.2260000000,0.7470000000,2.4020000000,2.2290000000,1.8100000000,,3.0340000000,0.0012000000,3.3170000000,0.0004000000,3.3760000000,0.0004000000,27.3620000000,0.0041000000,REJECTED
FP109,TH-40,X13,3.0000000000,3.0000000000,1.7560000000,0.0250000000,3.0000000000,0.8940000000,1.0800000000,1.0960000000,1.0300000000,1.1330000000,1.0690000000,1.5700000000,,4.1860000000,0.0000000000,4.6020000000,0.0000000000,1.2420000000,0.2667000000,42.8140000000,0.0000000000,REJECTED
FP118,TH-40,X13,3.0000000000,3.0000000000,1.8700000000,0.2010000000,3.0000000000,0.8350000000,0.8520000000,0.9230000000,0.6680000000,1.0260000000,0.9200000000,1.4900000000,,5.4500000000,0.0000000000,6.1350000000,0.0000000000,0.6330000000,0.7978000000,51.0100000000,0.0000000000,REJECTED
FP301,TH-40,X13,3.0000000000,0.7810000000,0.6200000000,0.2510000000,0.7110000000,0.2910000000,1.6640000000,2.2110000000,1.1810000000,2.0330000000,1.9500000000,1.3300000000,,2.4900000000,0.0073000000,3.1480000000,0.0008000000,3.4820000000,0.0003000000,28.2270000000,0.0030000000,REJECTED
FP306,TH-40,X13,2.6780000000,1.3890000000,0.2350000000,0.7790000000,3.0000000000,0.4100000000,2.9570000000,2.6550000000,0.9260000000,2.8140000000,2.4740000000,1.9300000000,,0.6880000000,0.7477000000,0.8250000000,0.6152000000,5.1260000000,0.0000000000,11.7710000000,0.3811000000,REJECTED
