Month,Scope,Case_ID,Tier,Case_Type,Segment,Factor,Case_Name_TH,Input_Rebased,SA,SA_Floored,SA_Rebased,MA3_Centered
2011-01,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,85.2459016393,81.9134546335,81.9134546335,93.1048572132,92.2922300712
2011-02,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,81.9672131148,80.4835593837,80.4835593837,91.4796029292,91.9087732844
2011-03,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,88.5245901639,80.1864136211,80.1864136211,91.1418597107,89.4485427875
2011-04,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,81.9672131148,75.4199380149,75.4199380149,85.7241657225,91.4497923355
2011-05,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,100.0000000000,85.7656446251,85.7656446251,97.4833515733,90.8480245550
2011-06,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,85.2459016393,78.5981115947,78.5981115947,89.3365563691,89.0416739782
2011-07,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,70.4918032787,70.6522678700,70.6522678700,80.3051139921,84.6045023150
2011-08,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,70.4918032787,74.0542021522,74.0542021522,84.1718365837,84.6141180894
2011-09,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,73.7704918033,78.6234914082,78.6234914082,89.3654036924,89.1159886800
2011-10,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,73.7704918033,82.5344762776,82.5344762776,93.8107257638,91.1599923869
2011-11,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,72.1311475410,79.4491324468,79.4491324468,90.3038477044,91.6030621827
2011-12,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,63.9344262295,79.7929269898,79.7929269898,90.6946130798,88.7948415607
2012-01,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,78.6885245902,75.1224767515,75.1224767515,85.3860638980,90.5393816001
2012-02,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,85.2459016393,84.0536602550,84.0536602550,95.5374678226,91.5491817991
2012-03,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,90.1639344262,82.4581871683,82.4581871683,93.7240136765,89.2896378129
2012-04,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,75.4098360656,69.1586508240,69.1586508240,78.6074319394,81.7176402213
2012-05,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,78.6885245902,64.0681783017,64.0681783017,72.8214750480,75.7280523487
2012-06,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,73.7704918033,66.6493072936,66.6493072936,75.7552500586,75.0007938910
2012-07,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,67.2131147541,67.2391295080,67.2391295080,76.4256565663,76.1203777520
2012-08,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,63.9344262295,67.0232007748,67.0232007748,76.1802266310,76.2125067628
2012-09,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,62.2950819672,66.8924720148,66.8924720148,76.0316370912,75.8240273041
2012-10,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,57.3770491803,66.2137793125,66.2137793125,75.2602181902,76.8769309057
2012-11,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,62.2950819672,69.8022277981,69.8022277981,79.3389374356,78.7976489984
2012-12,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,55.7377049180,71.9620030488,71.9620030488,81.7937913694,80.2448292827
2013-01,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,73.7704918033,70.0334576872,70.0334576872,79.6017590430,81.4575791647
2013-02,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,73.7704918033,73.0031520705,73.0031520705,82.9771870817,85.3199941407
2013-03,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,88.5245901639,82.1564364023,82.1564364023,93.3810362974,88.1979804881
2013-04,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,83.6065573770,77.6295964225,77.6295964225,88.2357180853,87.0669436653
2013-05,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,85.2459016393,70.0179007233,70.0179007233,79.5840766133,82.6961983571
2013-06,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,78.6885245902,70.6203192253,70.6203192253,80.2688003728,80.5363250858
2013-07,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,72.1311475410,71.9288407415,71.9288407415,81.7560982712,81.5151027777
2013-08,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,70.4918032787,72.6012802955,72.6012802955,82.5204096891,81.8222167583
2013-09,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,67.2131147541,71.4309138990,71.4309138990,81.1901423146,82.2652312949
2013-10,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,63.9344262295,73.0981304724,73.0981304724,83.0851418810,81.9468226264
2013-11,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,63.9344262295,71.7608744951,71.7608744951,81.5651836838,82.3961780119
2013-12,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,55.7377049180,72.6169396257,72.6169396257,82.5382084709,82.3478548519
2014-01,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,77.0491803279,72.9705866333,72.9705866333,82.9401724009,83.0063252345
2014-02,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,73.7704918033,73.4988370062,73.4988370062,83.5405948316,85.3551511776
2014-03,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,83.6065573770,78.8164157785,78.8164157785,89.5846863002,88.0160351486
2014-04,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,85.2459016393,79.9937067467,79.9937067467,90.9228243141,90.1795753742
2014-05,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,95.0819672131,79.2092712225,79.2092712225,90.0312155082,89.7087861201
2014-06,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,86.8852459016,77.5738176361,77.5738176361,88.1723185379,88.3102893852
2014-07,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,77.0491803279,76.3025234205,76.3025234205,86.7273341096,87.8785448069
2014-08,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,77.0491803279,78.0697273473,78.0697273473,88.7359817733,87.9435470920
2014-09,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,73.7704918033,77.7453842510,77.7453842510,88.3673253932,86.7624829568
2014-10,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,63.9344262295,73.1852303052,73.1852303052,83.1841417038,86.3414870054
2014-11,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,68.8524590164,76.9585533292,76.9585533292,87.4729939191,85.2955593829
2014-12,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,57.3770491803,74.9847695822,74.9847695822,85.2295425258,88.1544489346
2015-01,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,85.2459016393,80.7309650803,80.7309650803,91.7608103591,88.9406110632
2015-02,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,78.6885245902,79.0335446168,79.0335446168,89.8314803048,89.7417720684
2015-03,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,80.3278688525,77.0993488088,77.0993488088,87.6330255413,87.3896443314
2015-04,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,78.6885245902,74.5227741938,74.5227741938,84.7044271481,89.0514625685
2015-05,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,100.0000000000,83.4197370299,83.4197370299,94.8169350162,93.1737873881
2015-06,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,98.3606557377,87.9797865389,87.9797865389,100.0000000000,96.8331027897
2015-07,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,85.2459016393,84.1811478313,84.1811478313,95.6823733530,96.8464119537
2015-08,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,83.6065573770,83.4548651522,83.4548651522,94.8568625082,94.6582859164
2015-09,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,78.6885245902,82.2044606883,82.2044606883,93.4356218880,93.6498872089
2015-10,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,72.1311475410,81.5195867404,81.5195867404,92.6571772305,90.5370711404
2015-11,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,67.2131147541,75.2389183549,75.2389183549,85.5184143027,90.4944986700
2015-12,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,63.9344262295,82.0920951825,82.0920951825,93.3079044767,82.5485786114
2016-01,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,65.5737704918,60.5471762222,60.5471762222,68.8194170549,81.0242192124
2016-02,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,70.4918032787,71.2155339189,71.2155339189,80.9453361056,74.0392519318
2016-03,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,65.5737704918,63.6560172728,63.6560172728,72.3530026351,76.8048386797
2016-04,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,70.4918032787,67.8466481740,67.8466481740,77.1161772984,76.3807543477
2016-05,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,86.8852459016,70.0962084487,70.0962084487,79.6730831096,77.9339182855
2016-06,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,78.6885245902,67.7554282243,67.7554282243,77.0124944487,76.5046537268
2016-07,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,65.5737704918,64.0742564504,64.0742564504,72.8283836221,73.8770737641
2016-08,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,63.9344262295,63.1609907219,63.1609907219,71.7903432216,72.2977731820
2016-09,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,60.6557377049,63.5870323813,63.5870323813,72.2745927022,72.5182386936
2016-10,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,55.7377049180,64.6561517100,64.6561517100,73.4897801570,73.2575208463
2016-11,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,57.3770491803,65.1122473016,65.1122473016,74.0081896798,74.5442467173
2016-12,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,49.1803278689,66.9832084050,66.9832084050,76.1347703150,76.0188827363
2017-01,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,73.7704918033,68.5482965753,68.5482965753,77.9136882141,77.7913126062
2017-02,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,68.8524590164,69.7903873498,69.7903873498,79.3254792895,80.6997279529
2017-03,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,75.4098360656,74.6596612461,74.6596612461,84.8600163552,81.5420208357
2017-04,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,72.1311475410,70.7714390162,70.7714390162,80.4405668624,82.5094585537
2017-05,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,88.5245901639,72.3438362675,72.3438362675,82.2277924436,83.1004730691
2017-06,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,86.8852459016,76.2195811734,76.2195811734,86.6330599014,86.0454648375
2017-07,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,80.3278688525,78.5444314305,78.5444314305,89.2755421676,86.8010951646
2017-08,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,75.4098360656,74.3382421138,74.3382421138,84.4946834248,83.5361729865
2017-09,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,65.5737704918,67.6021664845,67.6021664845,76.8382933671,80.5103742977
2017-10,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,62.2950819672,70.5581577479,70.5581577479,80.1981461011,79.8646508626
2017-11,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,65.5737704918,72.6339238145,72.6339238145,82.5575131197,80.4505656920
2017-12,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,52.4590163934,69.1486263329,69.1486263329,78.5960378551,81.7010058184
2018-01,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,78.6885245902,73.8585614099,73.8585614099,83.9494664803,80.6778608285
2018-02,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,68.8524590164,69.9334414804,69.9334414804,79.4880781502,81.0318348311
2018-03,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,70.4918032787,70.0829030486,70.0829030486,79.6579598629,79.4848606229
2018-04,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,70.4918032787,69.7754875912,69.7754875912,79.3085438556,80.4740000102
2018-05,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,86.8852459016,72.5441696449,72.5441696449,82.4554963121,79.9567859092
2018-06,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,78.6885245902,68.7177714626,68.7177714626,78.1063175599,78.8546575284
2018-07,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,68.8524590164,66.8665370008,66.8665370008,76.0021587132,78.9640243266
2018-08,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,73.7704918033,72.8328316717,72.8328316717,82.7835967066,80.1751236207
2018-09,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,70.4918032787,71.9143391837,71.9143391837,81.7396154421,84.2879891972
2018-10,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,70.4918032787,77.7220080655,77.7220080655,88.3407554429,83.2903786096
2018-11,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,63.9344262295,70.1997446753,70.1997446753,79.7907649438,81.6232256016
2018-12,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,52.4590163934,67.5140662106,67.5140662106,76.7381564182,77.8227973214
2019-01,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,72.1311475410,67.6911820000,67.6911820000,76.9394706022,77.8346583161
2019-02,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,68.8524590164,70.2310505087,70.2310505087,79.8263479278,78.1394570183
2019-03,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,68.8524590164,68.3185499533,68.3185499533,77.6525525248,78.9886112310
2019-04,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,70.4918032787,69.9324341911,69.9324341911,79.4869332403,78.7850429051
2019-05,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,81.9672131148,69.6937535729,69.6937535729,79.2156429501,78.6275073212
2019-06,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,77.0491803279,67.9027515422,67.9027515422,77.1799457733,78.2325809424
2019-07,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,70.4918032787,68.8900680360,68.8900680360,78.3021541039,76.4358654249
2019-08,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,65.5737704918,64.9515141419,64.9515141419,73.8254963976,75.8954299637
2019-09,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,65.5737704918,66.4763296467,66.4763296467,75.5586393897,73.2795252752
2019-10,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,55.7377049180,61.9856659529,61.9856659529,70.4544400383,71.2834539935
2019-11,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,54.0983606557,59.6830963834,59.6830963834,67.8372825524,69.1946170091
2019-12,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,47.5409836066,60.9630666868,60.9630666868,69.2921284367,67.1608441499
2020-01,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,60.6557377049,56.6177388922,56.6177388922,64.3531214606,68.0462925405
2020-02,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,60.6557377049,62.0201431952,62.0201431952,70.4936277242,63.7940592567
2020-03,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,50.8196721311,49.7397493881,49.7397493881,56.5354285852,57.6560944041
2020-04,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,40.9836065574,40.4172337668,40.4172337668,45.9392269029,50.1469703664
2020-05,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,52.4590163934,42.2006092974,42.2006092974,47.9662556112,51.7019361491
2020-06,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,62.2950819672,53.8439161172,53.8439161172,61.2003259333,60.1031029471
2020-07,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,63.9344262295,62.5912196137,62.5912196137,71.1427272968,69.6004075741
2020-08,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,67.2131147541,67.2677343107,67.2677343107,76.4581694921,72.4862220196
2020-09,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,60.6557377049,61.4607162843,61.4607162843,69.8577692697,71.3204057922
2020-10,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,54.0983606557,59.5141717288,59.5141717288,67.6452786147,67.7174629973
2020-11,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,52.4590163934,57.7581501706,57.7581501706,65.6493411075,65.0459871063
2020-12,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,42.6229508197,54.4096399252,54.4096399252,61.8433415966,60.8506465468
2021-01,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,52.4590163934,48.4410167223,48.4410167223,55.0592569362,57.4597988344
2021-02,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,47.5409836066,48.8083684330,48.8083684330,55.4767979704,55.5471185267
2021-03,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,50.8196721311,49.3613237697,49.3613237697,56.1053006736,54.9330376582
2021-04,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,47.5409836066,46.8202156103,46.8202156103,53.2170143304,51.7148883234
2021-05,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,49.1803278689,40.3144056873,40.3144056873,45.8223499661,49.3248003011
2021-06,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,50.8196721311,43.0529407495,43.0529407495,48.9350366069,46.0194680151
2021-07,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,39.3442622951,38.0961427413,38.0961427413,43.3010174723,44.0703841873
2021-08,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,34.4262295082,35.1700063138,35.1700063138,39.9750984827,43.0308948182
2021-09,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,39.3442622951,40.3093191655,40.3093191655,45.8165684997,46.6138223592
2021-10,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,42.6229508197,47.5528987486,47.5528987486,54.0498000953,51.3780904136
2021-11,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,42.6229508197,47.7447849068,47.7447849068,54.2679026457,55.0503238470
2021-12,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,39.3442622951,50.0017885732,50.0017885732,56.8332687999,56.7030621736
2022-01,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,55.7377049180,51.9151257040,51.9151257040,59.0080150752,57.6408529524
2022-02,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,49.1803278689,50.2199838831,50.2199838831,57.0812749823,58.9733829019
2022-03,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,55.7377049180,53.5188595885,53.5188595885,60.8308586483,58.7580254664
2022-04,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,52.4590163934,51.3467126678,51.3467126678,58.3619427686,59.0963800417
2022-05,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,59.0163934426,51.1130347824,51.1130347824,58.0963387082,59.7463133541
2022-06,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,62.2950819672,55.2342894112,55.2342894112,62.7806585855,58.4050579426
2022-07,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,49.1803278689,47.8066117239,47.8066117239,54.3381765342,57.5498230455
2022-08,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,47.5409836066,48.8557332716,48.8557332716,55.5306340167,54.6046745615
2022-09,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,45.9016393443,47.4608833630,47.4608833630,53.9452131337,54.4315075808
2022-10,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,42.6229508197,47.3495559039,47.3495559039,53.8186755921,53.3387018831
2022-11,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,40.9836065574,45.9713889112,45.9713889112,52.2522169236,53.4016848832
2022-12,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,37.7049180328,47.6271202902,47.6271202902,54.1341621341,53.8347106473
2023-01,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,52.4590163934,48.4924813326,48.4924813326,55.1177528842,55.4475500253
2023-02,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,49.1803278689,50.2283068371,50.2283068371,57.0907350575,55.6297311758
2023-03,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,50.8196721311,48.1079680521,48.1079680521,54.6807055856,54.6395637522
2023-04,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,47.5409836066,45.8790397755,45.8790397755,52.1472506134,53.8663947981
2023-05,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,55.7377049180,48.1876096510,48.1876096510,54.7712281954,53.1105668092
2023-06,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,52.4590163934,46.1130404983,46.1130404983,52.4132216187,54.4620999387
2023-07,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,50.8196721311,49.4462676627,49.4462676627,56.2018500021,54.1696088363
2023-08,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,45.9016393443,47.4156105083,47.4156105083,53.8937548881,54.8282945743
2023-09,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,45.9016393443,47.8515714171,47.8515714171,54.3892788328,53.4031975436
2023-10,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,40.9836065574,45.6848756861,45.6848756861,51.9265589101,52.8185643356
2023-11,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,40.9836065574,45.8725333629,45.8725333629,52.1398552640,52.0057551947
2023-12,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,36.0655737705,45.7062481756,45.7062481756,51.9508514100,52.5111945859
2024-01,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,50.8196721311,47.0189291785,47.0189291785,53.4428770837,52.2367145961
2024-02,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,44.2622950820,45.1480726355,45.1480726355,51.3164152945,51.8063325591
2024-03,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,47.5409836066,44.5703005832,44.5703005832,50.6597052989,53.0073050972
2024-04,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,52.4590163934,50.1887684049,50.1887684049,57.0457946982,53.5483860556
2024-05,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,54.0983606557,46.5761982520,46.5761982520,52.9396581696,53.8061403744
2024-06,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,50.8196721311,45.2506156817,45.2506156817,51.4329682554,52.8564034893
2024-07,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,49.1803278689,47.6820389524,47.6820389524,54.1965840430,52.5883898263
2024-08,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,44.2622950820,45.8688047061,45.8688047061,52.1356171805,53.0026577954
2024-09,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,44.2622950820,46.3440319066,46.3440319066,52.6757721629,52.2632779620
2024-10,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,40.9836065574,45.7305245549,45.7305245549,51.9784445427,52.8686202136
2024-11,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,42.6229508197,47.4665411684,47.4665411684,53.9516439352,52.5315662719
2024-12,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,36.0655737705,45.4544138912,45.4544138912,51.6646103377,51.8198979890
2025-01,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,47.5409836066,43.8521518465,43.8521518465,49.8434396941,50.9699541124
2025-02,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,44.2622950820,45.2232047434,45.2232047434,51.4018123053,50.6880661222
2025-03,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,47.5409836066,44.7104005352,44.7104005352,50.8189463672,51.0158468948
2025-04,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,47.5409836066,44.7172943186,44.7172943186,50.8267820118,50.2798855693
2025-05,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,50.8196721311,43.2807131339,43.2807131339,49.1939283289,48.8418695682
2025-06,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,45.9016393443,40.9149103107,40.9149103107,46.5048983639,48.0281143564
2025-07,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,44.2622950820,42.5694740237,42.5694740237,48.3855163764,47.7574867227
2025-08,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,40.9836065574,42.5664202904,42.5664202904,48.3820454277,47.9192497314
2025-09,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,39.3442622951,41.3418665601,41.3418665601,46.9901873902,47.8800575859
2025-10,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,37.7049180328,42.4660305257,42.4660305257,48.2679399397,47.1892465750
2025-11,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,36.0655737705,40.7430981322,40.7430981322,46.3096123951,47.4803632942
2025-12,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,32.7868852459,42.1102381644,42.1102381644,47.8635375477,45.0501723997
2026-01,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,39.3442622951,36.0518002414,36.0518002414,40.9773672564,44.2802743131
2026-02,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,37.7049180328,38.7110340527,38.7110340527,43.9999181353,43.4169763388
2026-03,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,42.6229508197,39.8316550193,39.8316550193,45.2736436246,45.2785594969
2026-04,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,44.2622950820,40.9652509077,40.9652509077,46.5621167307,45.1667370854
2026-05,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,45.9016393443,38.4158906960,38.4158906960,43.6644509010,45.0701056607
2026-06,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,44.2622950820,39.5766066558,39.5766066558,44.9837493505,43.8259629987
2026-07,TH,FP014,T1,keyword,Formal,Pull,สมัครงาน,39.3442622951,37.6814687328,37.6814687328,42.8296887446,43.9067190476
2011-01,TH,FP019,T1,keyword,Formal,Pull,หางาน,82.7586206897,82.7689066880,82.7689066880,92.2209740859,91.5029093596
2011-02,TH,FP019,T1,keyword,Formal,Pull,หางาน,77.5862068966,81.4799714340,81.4799714340,90.7848446333,91.0303855962
2011-03,TH,FP019,T1,keyword,Formal,Pull,หางาน,87.9310344828,80.8521598751,80.8521598751,90.0853380694,89.4679238693
2011-04,TH,FP019,T1,keyword,Formal,Pull,หางาน,82.7586206897,78.5619488840,78.5619488840,87.5335889053,88.0324064420
2011-05,TH,FP019,T1,keyword,Formal,Pull,หางาน,89.6551724138,77.6148135618,77.6148135618,86.4782923513,87.1290053286
2011-06,TH,FP019,T1,keyword,Formal,Pull,หางาน,86.2068965517,78.4197352602,78.4197352602,87.3751347292,84.3887464064
2011-07,TH,FP019,T1,keyword,Formal,Pull,หางาน,74.1379310345,71.1837498157,71.1837498157,79.3128121389,80.3633569922
2011-08,TH,FP019,T1,keyword,Formal,Pull,หางาน,67.2413793103,66.7763762937,66.7763762937,74.4021241086,80.9057295961
2011-09,TH,FP019,T1,keyword,Formal,Pull,หางาน,77.5862068966,79.8800837726,79.8800837726,89.0022525407,81.0683940773
2011-10,TH,FP019,T1,keyword,Formal,Pull,หางาน,65.5172413793,71.6217270134,71.6217270134,79.8008055826,81.9599971995
2011-11,TH,FP019,T1,keyword,Formal,Pull,หางาน,60.3448275862,69.1770345938,69.1770345938,77.0769334752,77.7772099182
2011-12,TH,FP019,T1,keyword,Formal,Pull,หางาน,55.1724137931,68.6178497651,68.6178497651,76.4538906968,75.4642160292
