Month,Scope,Case_ID,Tier,Case_Type,Segment,Factor,Case_Name_TH,Input_Rebased,SA,SA_Floored,SA_Rebased,MA3_Centered
2026-02,TH,FP118,T1,keyword,Formal,Pull,สมัครงาน พยาบาล,42.7083333333,45.6821632646,45.6821632646,48.4533292636,50.1671663786
2026-03,TH,FP118,T1,keyword,Formal,Pull,สมัครงาน พยาบาล,51.0416666667,50.4321338193,50.4321338193,53.4914419717,50.5818939337
2026-04,TH,FP118,T1,keyword,Formal,Pull,สมัครงาน พยาบาล,53.1250000000,46.9526730519,46.9526730519,49.8009105657,51.2886464702
2026-05,TH,FP118,T1,keyword,Formal,Pull,สมัครงาน พยาบาล,58.3333333333,47.6811580861,47.6811580861,50.5735868732,49.6382791402
2026-06,TH,FP118,T1,keyword,Formal,Pull,สมัครงาน พยาบาล,53.1250000000,45.7641976243,45.7641976243,48.5403399819,49.2002909751
2026-07,TH,FP118,T1,keyword,Formal,Pull,สมัครงาน พยาบาล,48.9583333333,45.7138574428,45.7138574428,48.4869460703,48.5136430261
2011-01,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,95.6521739130,88.0917961814,88.0917961814,90.2739100688,88.8830531907
2011-02,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,89.1304347826,85.3773224086,85.3773224086,87.4921963126,92.5887021272
2011-03,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,100.0000000000,97.5827856733,97.5827856733,100.0000000000,92.0922396020
2011-04,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,90.2173913043,86.6384102957,86.6384102957,88.7845224933,93.3734538153
2011-05,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,100.0000000000,89.1280559681,89.1280559681,91.3358389527,88.0173895976
2011-06,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,80.4347826087,81.9029956751,81.9029956751,83.9318073469,82.2746989727
2011-07,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,69.5652173913,69.8267778424,69.8267778424,71.5564506184,81.4788757730
2011-08,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,83.6956521739,86.7982966262,86.7982966262,88.9483693536,84.6413615266
2011-09,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,84.7826086957,91.1611207597,91.1611207597,93.4192646077,84.1852212402
2011-10,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,61.9565217391,68.4914346482,68.4914346482,70.1880297591,74.9711693410
2011-11,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,58.6956521739,59.8243110765,59.8243110765,61.3062136562,68.2662706192
2011-12,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,63.0434782609,71.5326399118,71.5326399118,73.3045684423,70.3466737414
2012-01,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,81.5217391304,74.5817806077,74.5817806077,76.4292391256,75.3972340611
2012-02,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,78.2608695652,74.6097434328,74.6097434328,76.4578946153,76.9214019281
2012-03,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,78.2608695652,75.9946163006,75.9946163006,77.8770720433,75.1820548219
2012-04,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,72.8260869565,69.4898705316,69.4898705316,71.2111978072,72.9509632316
2012-05,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,78.2608695652,68.0782594585,68.0782594585,69.7646198443,69.2683558380
2012-06,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,64.1304347826,65.2138436603,65.2138436603,66.8292498624,65.6507243034
2012-07,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,58.6956521739,58.8993136510,58.8993136510,60.3583032034,62.3723868990
2012-08,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,55.4347826087,58.4809805696,58.4809805696,59.9296076312,59.9472347674
2012-09,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,52.1739130435,58.1142506400,58.1142506400,59.5537934677,60.3993850482
2012-10,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,54.3478260870,60.2229761691,60.2229761691,61.7147540456,58.0593406461
2012-11,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,51.0869565217,51.6305390291,51.6305390291,52.9094744251,56.4896070160
2012-12,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,45.6521739130,53.5188812282,53.5188812282,54.8445925773,56.1926028595
2013-01,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,65.2173913043,59.3535013808,59.3535013808,60.8237415762,57.8656748569
2013-02,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,59.7826086957,56.5284298130,56.5284298130,57.9286904170,57.9163260915
2013-03,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,55.4347826087,53.6671618853,53.6671618853,54.9965462812,56.6838086277
2013-04,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,58.6956521739,55.7453267556,55.7453267556,57.1261891849,55.9070783883
2013-05,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,63.0434782609,54.2545647988,54.2545647988,55.5984996989,54.7401570937
2013-06,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,50.0000000000,50.2510189675,50.2510189675,51.4957823972,53.6464717928
2013-07,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,52.1739130435,52.5435810064,52.5435810064,53.8451332823,51.7594368476
2013-08,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,45.6521739130,48.7303010002,48.7303010002,49.9373948632,50.4828926706
2013-09,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,41.3043478261,46.5139568628,46.5139568628,47.6661498664,48.5110624511
2013-10,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,42.3913043478,46.7710804355,46.7710804355,47.9296426238,48.4766508129
2013-11,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,48.9130434783,48.6295614947,48.6295614947,49.8341599486,52.0251419225
2013-12,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,50.0000000000,56.9021062853,56.9021062853,58.3116231953,49.3442897815
2014-01,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,43.4782608696,38.9229298385,38.9229298385,39.8870862006,42.9819371858
2014-02,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,32.6086956522,30.0038788030,30.0038788030,30.7471021615,36.1208627479
2014-03,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,38.0434782609,36.8164235943,36.8164235943,37.7283998815,39.5212105264
2014-04,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,51.0869565217,48.8773920930,48.8773920930,50.0881295361,43.2207827272
2014-05,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,47.8260869565,40.8343156376,40.8343156376,41.8458187639,46.1461412636
2014-06,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,45.6521739130,45.3803626468,45.3803626468,46.5044754909,45.5987790750
2014-07,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,46.7391304348,47.2749982787,47.2749982787,48.4460429701,46.7426088994
2014-08,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,41.3043478261,44.1828586558,44.1828586558,45.2773082373,45.9822326985
2014-09,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,39.1304347826,43.1543738114,43.1543738114,44.2233468882,42.7088881297
2014-10,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,34.7826086957,37.6923358340,37.6923358340,38.6260092638,41.5126040403
2014-11,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,42.3913043478,40.6807566386,40.6807566386,41.6884559689,41.4230590795
2014-12,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,36.9565217391,42.8922324100,42.8922324100,43.9547120059,42.3734066059
2015-01,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,43.4782608696,40.4744626036,40.4744626036,41.4770518430,43.0711544786
2015-02,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,44.5652173913,42.7234020721,42.7234020721,43.7816995869,43.7994887893
2015-03,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,45.6521739130,45.0244191382,45.0244191382,46.1397149380,44.4391424122
2015-04,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,43.4782608696,42.3470380751,42.3470380751,43.3960127116,44.0581448260
2015-05,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,46.7391304348,41.6080378982,41.6080378982,42.6387068284,43.2626350946
2015-06,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,43.4782608696,42.6955774697,42.6955774697,43.7531857439,42.4202938780
2015-07,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,39.1304347826,39.8810980030,39.8810980030,40.8689890617,41.6239111214
2015-08,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,36.9565217391,39.2766404628,39.2766404628,40.2495585587,40.5393013826
2015-09,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,36.9565217391,39.5204002791,39.5204002791,40.4993565273,41.6072931971
2015-10,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,41.3043478261,43.0076264931,43.0076264931,44.0729645053,41.3565929317
2015-11,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,41.3043478261,38.5427195547,38.5427195547,39.4974577624,42.6253194852
2015-12,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,38.0434782609,43.2345764196,43.2345764196,44.3055361879,36.5778844694
2016-01,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,27.1739130435,25.3038598426,25.3038598426,25.9306594580,32.7148802936
2016-02,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,28.2608695652,27.2338382984,27.2338382984,27.9084452350,26.6985020589
2016-03,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,26.0869565217,25.6217279855,25.6217279855,26.2564014838,28.0586471429
2016-04,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,29.3478260870,29.2856622289,29.2856622289,30.0110947098,27.8565567725
2016-05,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,30.4347826087,26.6422220595,26.6422220595,27.3021741239,28.5291138874
2016-06,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,28.2608695652,27.5906278894,27.5906278894,28.2740728285,26.3189435962
2016-07,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,21.7391304348,22.8154250140,22.8154250140,23.3805838362,25.5236479876
2016-08,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,22.8260869565,24.3140072319,24.3140072319,24.9162872981,24.2957190285
2016-09,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,22.8260869565,23.9958860362,23.9958860362,24.5902859511,26.1550145694
2016-10,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,27.1739130435,28.2584821622,28.2584821622,28.9584704589,26.3115734422
2016-11,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,28.2608695652,24.7723307599,24.7723307599,25.3859639167,27.1005840548
2016-12,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,21.7391304348,26.3057016410,26.3057016410,26.9573177887,26.3068778719
2017-01,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,27.1739130435,25.9349203524,25.9349203524,26.5773519104,27.7623090130
2017-02,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,29.3478260870,29.0330815129,29.0330815129,29.7522573399,29.7906048013
2017-03,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,32.6086956522,32.2435042368,32.2435042368,33.0422051536,30.1090600732
2017-04,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,26.0869565217,26.8671929286,26.8671929286,27.5327177260,29.5931582824
2017-05,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,30.4347826087,27.5227874967,27.5227874967,28.2045519676,27.6611832601
2017-06,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,27.1739130435,26.5876791010,26.5876791010,27.2462800868,29.3948186082
2017-07,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,30.4347826087,31.9423819268,31.9423819268,32.7336237702,33.5534104685
2017-08,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,39.1304347826,39.6969968428,39.6969968428,40.6803275485,36.4296084683
2017-09,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,34.7826086957,35.0077014901,35.0077014901,35.8748740862,35.0230117970
2017-10,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,27.1739130435,27.8245932818,27.8245932818,28.5138337564,32.6051014887
2017-11,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,35.8695652174,32.6186041408,32.6186041408,33.4265966233,29.8178829514
2017-12,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,22.8260869565,26.8481650156,26.8481650156,27.5132184743,29.9701250658
2018-01,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,29.3478260870,28.2702795704,28.2702795704,28.9705600996,28.8668443180
2018-02,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,29.3478260870,29.3887678785,29.3887678785,30.1167543801,29.1599832687
2018-03,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,28.2608695652,27.7063244774,27.7063244774,28.3926353263,28.1121957161
2018-04,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,23.9130434783,25.2028987252,25.2028987252,25.8271974420,27.3309009005
2018-05,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,29.3478260870,27.1015401424,27.1015401424,27.7728699334,26.6738508850
2018-06,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,26.0869565217,25.7828213521,25.7828213521,26.4214852796,26.7494990114
2018-07,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,23.9130434783,25.4243573725,25.4243573725,26.0541418213,26.3804023336
2018-08,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,26.0869565217,26.0210156823,26.0210156823,26.6655799000,26.0183165309
2018-09,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,25.0000000000,24.7228211136,24.7228211136,25.3352278714,26.1384095093
2018-10,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,25.0000000000,25.7759275937,25.7759275937,26.4144207565,25.5597893148
2018-11,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,27.1739130435,24.3271145695,24.3271145695,24.9297193164,24.5416545800
2018-12,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,18.4782608696,21.7422484054,21.7422484054,22.2808236672,23.5487835606
2019-01,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,23.9130434783,22.8693139969,22.8693139969,23.4358076982,22.0072645304
2019-02,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,19.5652173913,19.8143429356,19.8143429356,20.3051622260,21.4521083853
2019-03,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,20.6521739130,20.1170379117,20.1170379117,20.6153552319,21.2305558009
2019-04,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,20.6521739130,22.2207224460,22.2207224460,22.7711499449,21.6418875073
2019-05,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,22.8260869565,21.0185097480,21.0185097480,21.5391573452,20.9158927299
2019-06,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,18.4782608696,17.9917001288,17.9917001288,18.4373708996,19.3229091705
2019-07,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,16.3043478261,17.5572892483,17.5572892483,17.9921992666,18.2811789758
2019-08,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,18.4782608696,17.9688617185,17.9688617185,18.4139667612,17.9822495846
2019-09,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,17.3913043478,17.1165892474,17.1165892474,17.5405827260,17.2072808919
2019-10,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,14.1304347826,15.2885811330,15.2885811330,15.6672931885,16.3072329602
2019-11,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,17.3913043478,15.3339861861,15.3339861861,15.7138229661,16.8771406538
2019-12,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,16.3043478261,18.7849846570,18.7849846570,19.2503058069,18.7465780185
2020-01,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,21.7391304348,20.7613283036,20.7613283036,21.2756052826,20.2956210734
2020-02,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,19.5652173913,19.8687842787,19.8687842787,20.3609521306,18.0821993230
2020-03,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,13.0434782609,12.3052288488,12.3052288488,12.6100405557,14.8329459938
2020-04,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,9.7826086957,11.2491925670,11.2491925670,11.5278452951,11.6346404303
2020-05,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,11.9565217391,10.5057972891,10.5057972891,10.7660354402,13.1164134270
2020-06,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,17.3913043478,16.6430949513,16.6430949513,17.0553595457,16.6485932352
2020-07,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,20.6521739130,21.5895909226,21.5895909226,22.1243847198,19.5641086196
2020-08,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,19.5652173913,19.0409206757,19.0409206757,19.5125815935,19.7755439609
2020-09,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,17.3913043478,17.2620684389,17.2620684389,17.6896655694,18.4782180165
2020-10,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,16.3043478261,17.7916905352,17.7916905352,18.2324068865,17.5037447309
2020-11,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,17.3913043478,16.1881661425,16.1881661425,16.5891617367,17.0123247821
2020-12,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,14.1304347826,15.8234446129,15.8234446129,16.2154057232,15.8089002745
2021-01,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,15.2173913043,14.2686850611,14.2686850611,14.6221333636,15.1993104622
2021-02,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,14.1304347826,14.4036019825,14.4036019825,14.7603922999,15.1286242842
2021-03,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,16.3043478261,15.6165119881,15.6165119881,16.0033471891,14.3700935373
2021-04,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,10.8695652174,12.0480987621,12.0480987621,12.3465411229,12.7236077342
2021-05,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,10.8695652174,9.5835418453,9.5835418453,9.8209348905,11.1060399935
2021-06,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,11.9565217391,10.8811090037,10.8811090037,11.1506439671,10.5838120305
2021-07,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,9.7826086957,10.5192849803,10.5192849803,10.7798572338,9.7644170696
2021-08,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,7.6086956522,7.1847765598,7.1847765598,7.3627500079,9.0588067416
2021-09,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,8.6956521739,8.8154463614,8.8154463614,9.0338129831,9.3374167586
2021-10,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,9.7826086957,11.3349112275,11.3349112275,11.6156872847,10.8030580706
2021-11,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,11.9565217391,11.4754174207,11.4754174207,11.7596739441,12.6862297514
2021-12,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,13.0434782609,14.3284005169,14.3284005169,14.6833280255,14.1210214987
2022-01,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,16.3043478261,15.5352404942,15.5352404942,15.9200625264,14.9974936790
2022-02,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,14.1304347826,14.0412753283,14.0412753283,14.3890904850,15.7798957225
2022-03,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,17.3913043478,16.6188696446,16.6188696446,17.0305341562,15.9978981615
2022-04,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,15.2173913043,16.1734390526,16.1734390526,16.5740698434,17.1512802506
2022-05,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,18.4782608696,17.4177824444,17.4177824444,17.8492367523,17.7758165346
2022-06,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,19.5652173913,18.4471893550,18.4471893550,18.9041430081,17.6065595991
2022-07,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,15.2173913043,15.6779421547,15.6779421547,16.0662990368,17.1392021734
2022-08,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,16.3043478261,16.0496012593,16.0496012593,16.4471644753,16.0942616644
2022-09,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,15.2173913043,15.3881431831,15.3881431831,15.7693214811,15.3861440407
2022-10,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,11.9565217391,13.6049394454,13.6049394454,13.9419461655,14.6856162034
2022-11,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,14.1304347826,13.9988175253,13.9988175253,14.3455809636,13.8983868303
2022-12,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,11.9565217391,13.0835421273,13.0835421273,13.4076333618,13.4738330609
2023-01,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,13.0434782609,12.3620652607,12.3620652607,12.6682848573,13.3686444015
2023-02,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,14.1304347826,13.6908794531,13.6908794531,14.0300149854,13.4936584175
2023-03,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,14.1304347826,13.4495186052,13.4495186052,13.7826754098,14.0379793986
2023-04,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,13.0434782609,13.9555559900,13.9555559900,14.3012478007,13.8284944517
2023-05,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,14.1304347826,13.0776157128,13.0776157128,13.4015601446,13.6961943013
2023-06,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,14.1304347826,13.0622120885,13.0622120885,13.3857749586,13.8981570558
2023-07,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,14.1304347826,14.5467986356,14.5467986356,14.9071360643,14.1814665903
2023-08,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,14.1304347826,13.9069997202,13.9069997202,14.2514887480,14.9896884878
2023-09,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,15.2173913043,15.4282684145,15.4282684145,15.8104406511,14.6278925991
2023-10,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,11.9565217391,13.4876471159,13.4876471159,13.8217483984,14.3087158419
2023-11,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,13.0434782609,12.9726150076,12.9726150076,13.2939584764,13.4943316548
2023-12,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,11.9565217391,13.0441720869,13.0441720869,13.3672880897,13.5176404998
2024-01,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,14.1304347826,13.5558833764,13.5558833764,13.8916749331,14.0667157489
2024-02,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,15.2173913043,14.5800237782,14.5800237782,14.9411842239,14.2812182595
2024-03,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,14.1304347826,13.6721246626,13.6721246626,14.0107956216,14.7426357765
2024-04,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,14.1304347826,14.9066755764,14.9066755764,15.2759274840,14.9733444912
2024-05,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,16.3043478261,15.2554197501,15.2554197501,15.6333103681,14.8394468281
2024-06,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,14.1304347826,13.2801414538,13.2801414538,13.6091026323,14.7236248522
2024-07,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,14.1304347826,14.5676086447,14.5676086447,14.9284615562,14.2423658523
2024-08,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,14.1304347826,13.8465419351,13.8465419351,14.1895333685,14.6007364091
2024-09,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,14.1304347826,14.3292653706,14.3292653706,14.6842143025,14.5476607333
2024-10,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,13.0434782609,14.4122304760,14.4122304760,14.7692345290,16.1098667701
2024-11,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,18.4782608696,18.4198744409,18.4198744409,18.8761514788,15.9777626729
2024-12,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,13.0434782609,13.9425327967,13.9425327967,14.2879020111,16.0666642251
2025-01,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,15.2173913043,14.6724883094,14.6724883094,15.0359391855,15.1181141816
2025-02,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,16.3043478261,15.6430097729,15.6430097729,16.0305013481,15.1357262623
2025-03,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,14.1304347826,13.9940918735,13.9940918735,14.3407382531,14.4489674388
2025-04,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,11.9565217391,12.6620131370,12.6620131370,12.9756627152,13.1882646912
2025-05,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,13.0434782609,11.9523231924,11.9523231924,12.2483931053,13.0120667200
2025-06,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,14.1304347826,13.4782752077,13.4782752077,13.8121443395,13.3229023054
2025-07,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,13.0434782609,13.5719792063,13.5719792063,13.9081694714,14.2989432588
2025-08,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,15.2173913043,14.8096670473,14.8096670473,15.1765159655,14.2237430846
2025-09,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,13.0434782609,13.2581279332,13.2581279332,13.5865438169,14.4440176402
2025-10,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,13.0434782609,14.2168293488,14.2168293488,14.5689931382,14.1726445268
2025-11,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,14.1304347826,14.0152267163,14.0152267163,14.3623966252,15.0884728975
2025-12,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,15.2173913043,15.9392004416,15.9392004416,16.3340289290,14.8930410887
2026-01,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,14.1304347826,13.6447059395,13.6447059395,13.9826977119,14.3336277787
2026-02,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,13.0434782609,12.3775534424,12.3775534424,12.6841566952,13.3593499443
2026-03,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,13.0434782609,13.0870180886,13.0870180886,13.4111954258,13.3910910977
2026-04,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,13.0434782609,13.7376276445,13.7376276445,14.0779211720,14.0218817138
2026-05,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,15.2173913043,14.2241826072,14.2241826072,14.5765285435,14.5571451078
2026-06,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,15.2173913043,14.6539928803,14.6539928803,15.0169856079,14.5085805509
2026-07,TH,FP301,T1,keyword,Formal,Pull,สอบราชการ,13.0434782609,13.5954557021,13.5954557021,13.9322275013,14.4746065546
2011-01,TH,FP306,T1,keyword,Formal,Pull,สอบท้องถิ่น,6.0000000000,3.7180912042,3.7180912042,3.8491299343,3.5801725152
2011-02,TH,FP306,T1,keyword,Formal,Pull,สอบท้องถิ่น,6.0000000000,3.1984889921,3.1984889921,3.3112150961,3.7961355748
2011-03,TH,FP306,T1,keyword,Formal,Pull,สอบท้องถิ่น,6.0000000000,4.0841227147,4.0841227147,4.2280616942,4.3497076362
2011-04,TH,FP306,T1,keyword,Formal,Pull,สอบท้องถิ่น,6.0000000000,5.3222704195,5.3222704195,5.5098461185,5.1588108396
2011-05,TH,FP306,T1,keyword,Formal,Pull,สอบท้องถิ่น,6.0000000000,5.5431639358,5.5431639358,5.7385247063,6.3557583819
